Date,MP,Treatment,P,AvgFem,AvgMal,AvgJuv,AvgEggs
10/05/2011,Spa1,Spa,C1,2.66666666666667,1,16.3333333333333,7.33333333333333
10/05/2011,Spa1,Spa,C2,0,0,0,0
10/05/2011,Spa1,Spa,C3,7,2.66666666666667,15,6.66666666666667
10/05/2011,Spa2,Spa,A1,0,0,0,0
10/05/2011,Spa2,Spa,A2,3.33333333333333,1.66666666666667,19.3333333333333,14.3333333333333
10/05/2011,Spa2,Spa,A3,0,0,0,0
10/05/2011,Spa2,Spa,B1,2.33333333333333,1,6,99.6666666666667
10/05/2011,Spa2,Spa,B2,6,1.66666666666667,2.66666666666667,20.6666666666667
10/05/2011,Spa2,Spa,B3,1,0.333333333333333,7,15.6666666666667
10/05/2011,Spa2,Spa,C1,1,1,11.3333333333333,20.6666666666667
10/05/2011,Spa2,Spa,C2,0,0,0,0
10/05/2011,Spa2,Spa,C3,3.66666666666667,0.666666666666667,6.33333333333333,31.3333333333333
10/05/2011,Spa3,Spa,A1,0,0,0,0
10/05/2011,Spa3,Spa,A2,0,0.333333333333333,11.3333333333333,27.3333333333333
10/05/2011,Spa3,Spa,A3,0,0,0,0
10/05/2011,Spa3,Spa,B1,7.66666666666667,3,7,16.3333333333333
10/05/2011,Spa3,Spa,B2,1,0.666666666666667,6,16
10/05/2011,Spa3,Spa,B3,1,0.333333333333333,5.33333333333333,9.66666666666667
10/05/2011,Spa3,Spa,C1,2,1,4,5
10/05/2011,Spa3,Spa,C2,0,0,0,0
10/05/2011,Spa3,Spa,C3,3.66666666666667,2.66666666666667,6.33333333333333,16.3333333333333
10/05/2011,Tem1,Tem,A1,0,0,0,0
10/05/2011,Tem1,Tem,A2,1,2,10.3333333333333,35.3333333333333
10/05/2011,Tem1,Tem,A3,1,2,7.66666666666667,11
10/05/2011,Tem1,Tem,B1,0.333333333333333,0,0,6
10/05/2011,Tem1,Tem,B2,4.66666666666667,1,25.6666666666667,12.3333333333333
10/05/2011,Tem1,Tem,B3,1.33333333333333,0.666666666666667,22.6666666666667,2
10/05/2011,Tem1,Tem,C1,0.333333333333333,1.33333333333333,1.66666666666667,9
10/05/2011,Tem1,Tem,C2,0.666666666666667,0,0.333333333333333,4
10/05/2011,Tem1,Tem,C3,0,0,0,0
10/05/2011,Tem2,Tem,A1,0,0,0,0
10/05/2011,Tem2,Tem,A2,0.333333333333333,3.33333333333333,32,17.3333333333333
10/05/2011,Tem2,Tem,A3,1,2.66666666666667,8,3.33333333333333
10/05/2011,Tem2,Tem,B1,0,0,0,0
10/05/2011,Tem2,Tem,B2,0.666666666666667,1.33333333333333,6.33333333333333,12.6666666666667
10/05/2011,Tem2,Tem,B3,2,0.333333333333333,5.66666666666667,19
10/05/2011,Tem2,Tem,C1,0.666666666666667,2.66666666666667,3.33333333333333,12
10/05/2011,Tem2,Tem,C2,0.333333333333333,0,3,19.3333333333333
10/05/2011,Tem2,Tem,C3,0,0,0,0
10/05/2011,Tem3,Tem,A1,0,0,0,0
10/05/2011,Tem3,Tem,A2,0.333333333333333,0.666666666666667,7.33333333333333,37.3333333333333
10/05/2011,Tem3,Tem,A3,0,0,6.33333333333333,9.66666666666667
10/05/2011,Tem3,Tem,B1,1.66666666666667,0.333333333333333,0.666666666666667,8
10/05/2011,Tem3,Tem,B2,1,5,18.3333333333333,33
10/05/2011,Tem3,Tem,B3,1.66666666666667,1.33333333333333,1.33333333333333,5
10/05/2011,Tem3,Tem,C1,0.333333333333333,0,0.333333333333333,0.666666666666667
10/05/2011,Tem3,Tem,C2,0,0,0,0
10/05/2011,Tem3,Tem,C3,0,0,0,0
17/05/2011,Hom1,Hom,A1,2.66666666666667,2,7,31
17/05/2011,Hom1,Hom,A2,4,0.666666666666667,2.33333333333333,19.6666666666667
17/05/2011,Hom1,Hom,A3,4.33333333333333,3,5,12.6666666666667
17/05/2011,Hom1,Hom,B1,2,1,16,21.6666666666667
17/05/2011,Hom1,Hom,B2,5.66666666666667,1.33333333333333,11.6666666666667,45.6666666666667
17/05/2011,Hom1,Hom,B3,2.33333333333333,1.66666666666667,9,4.33333333333333
17/05/2011,Hom1,Hom,C1,1.33333333333333,2.33333333333333,3.66666666666667,4.66666666666667
17/05/2011,Hom1,Hom,C2,1.66666666666667,1.33333333333333,5.33333333333333,20.6666666666667
17/05/2011,Hom1,Hom,C3,3,1,8.33333333333333,17
17/05/2011,Hom2,Hom,A1,1,0,1.33333333333333,3
17/05/2011,Hom2,Hom,A2,0.666666666666667,0.666666666666667,8,2.66666666666667
17/05/2011,Hom2,Hom,A3,2.33333333333333,0.666666666666667,12,26.3333333333333
17/05/2011,Hom2,Hom,B1,2.66666666666667,0.666666666666667,2.33333333333333,26.6666666666667
17/05/2011,Hom2,Hom,B2,3,1.66666666666667,9.66666666666667,15
17/05/2011,Hom2,Hom,B3,2.66666666666667,1.33333333333333,6.66666666666667,8
17/05/2011,Hom2,Hom,C1,0.333333333333333,0.333333333333333,3,53.3333333333333
17/05/2011,Hom2,Hom,C2,1.66666666666667,1,9.33333333333333,27.3333333333333
17/05/2011,Hom2,Hom,C3,0.666666666666667,1,26.6666666666667,3
17/05/2011,Hom3,Hom,A1,3,1,12.3333333333333,14.3333333333333
17/05/2011,Hom3,Hom,A2,3.66666666666667,1.33333333333333,8.33333333333333,27.3333333333333
17/05/2011,Hom3,Hom,A3,4.33333333333333,3.33333333333333,10,33
17/05/2011,Hom3,Hom,B1,3.33333333333333,8.33333333333333,6.66666666666667,29
17/05/2011,Hom3,Hom,B2,3,1.66666666666667,25.3333333333333,40
17/05/2011,Hom3,Hom,B3,4,1,11,39
17/05/2011,Hom3,Hom,C1,3,1,7,12
17/05/2011,Hom3,Hom,C2,5,2,7.33333333333333,37
17/05/2011,Hom3,Hom,C3,6.33333333333333,2,18.3333333333333,43.6666666666667
17/05/2011,Spa1,Spa,A1,0,0,0,0
17/05/2011,Spa1,Spa,A2,1.33333333333333,0.333333333333333,16,2.66666666666667
17/05/2011,Spa1,Spa,A3,0,0,0,0
17/05/2011,Spa1,Spa,B1,7,2,6,10.6666666666667
17/05/2011,Spa1,Spa,B2,2.33333333333333,0.666666666666667,13.3333333333333,13.6666666666667
17/05/2011,Spa1,Spa,B3,4,1,9.33333333333333,16.3333333333333
17/05/2011,Spa1,Spa,C1,1.66666666666667,0.666666666666667,5,12.6666666666667
17/05/2011,Spa1,Spa,C2,0,0,0,0
17/05/2011,Spa1,Spa,C3,5.66666666666667,4,8,11.3333333333333
17/05/2011,Spa2,Spa,A1,0,0,0,0
17/05/2011,Spa2,Spa,A2,2.66666666666667,0.333333333333333,6.33333333333333,10.3333333333333
17/05/2011,Spa2,Spa,A3,0,0,0,0
17/05/2011,Spa2,Spa,B1,3,1.33333333333333,25.6666666666667,10
17/05/2011,Spa2,Spa,B2,2.33333333333333,1.66666666666667,9.33333333333333,14
17/05/2011,Spa2,Spa,B3,2.66666666666667,0.666666666666667,5.33333333333333,24
17/05/2011,Spa2,Spa,C1,2.66666666666667,0.666666666666667,10,17.3333333333333
17/05/2011,Spa2,Spa,C2,0,0,0,0
17/05/2011,Spa2,Spa,C3,4.33333333333333,1.33333333333333,5,12.3333333333333
17/05/2011,Spa3,Spa,A1,0,0,0,0
17/05/2011,Spa3,Spa,A2,2.66666666666667,2.33333333333333,13.3333333333333,3.66666666666667
17/05/2011,Spa3,Spa,A3,0,0,0,0
17/05/2011,Spa3,Spa,B1,1,3,11.6666666666667,20.3333333333333
17/05/2011,Spa3,Spa,B2,2.66666666666667,1.33333333333333,8.33333333333333,7.33333333333333
17/05/2011,Spa3,Spa,B3,1.66666666666667,2.33333333333333,6.66666666666667,24.3333333333333
17/05/2011,Spa3,Spa,C1,0,2.33333333333333,8.33333333333333,17
17/05/2011,Spa3,Spa,C2,0,0,0,0
17/05/2011,Spa3,Spa,C3,1.33333333333333,1,7.66666666666667,19.6666666666667
17/05/2011,Tem1,Tem,A1,0,0,0.333333333333333,0.666666666666667
17/05/2011,Tem1,Tem,A2,5,0.666666666666667,7.66666666666667,7.66666666666667
17/05/2011,Tem1,Tem,A3,3,4,7.66666666666667,4.33333333333333
17/05/2011,Tem1,Tem,B1,0.666666666666667,0,1.66666666666667,4.33333333333333
17/05/2011,Tem1,Tem,B2,1.33333333333333,1.33333333333333,6.66666666666667,9.33333333333333
17/05/2011,Tem1,Tem,B3,0.333333333333333,2.66666666666667,4,20
17/05/2011,Tem1,Tem,C1,1.66666666666667,1.33333333333333,10,32.6666666666667
17/05/2011,Tem1,Tem,C2,0,0,4,2.66666666666667
17/05/2011,Tem1,Tem,C3,0,0,0.666666666666667,0.666666666666667
17/05/2011,Tem2,Tem,A1,0.666666666666667,0,0,0.333333333333333
17/05/2011,Tem2,Tem,A2,3.66666666666667,1.33333333333333,0.333333333333333,38.6666666666667
17/05/2011,Tem2,Tem,A3,3,0.333333333333333,1.33333333333333,24
17/05/2011,Tem2,Tem,B1,0,0,0,0
17/05/2011,Tem2,Tem,B2,3,7,5,6
17/05/2011,Tem2,Tem,B3,1.33333333333333,1.66666666666667,4,12
17/05/2011,Tem2,Tem,C1,1,1.66666666666667,9,12
17/05/2011,Tem2,Tem,C2,2.33333333333333,2.66666666666667,11.6666666666667,14.3333333333333
17/05/2011,Tem2,Tem,C3,0.666666666666667,0.333333333333333,0,2.33333333333333
17/05/2011,Tem3,Tem,A1,0,0,0,0
17/05/2011,Tem3,Tem,A2,0.666666666666667,1,20,1.33333333333333
17/05/2011,Tem3,Tem,A3,3.33333333333333,1.33333333333333,4.33333333333333,39.3333333333333
17/05/2011,Tem3,Tem,B1,0,0,3,0
17/05/2011,Tem3,Tem,B2,1.33333333333333,8.66666666666667,3.66666666666667,15
17/05/2011,Tem3,Tem,B3,2,1.33333333333333,5.33333333333333,26
17/05/2011,Tem3,Tem,C1,0.333333333333333,0.333333333333333,0,3.33333333333333
17/05/2011,Tem3,Tem,C2,0,0,0,0
17/05/2011,Tem3,Tem,C3,0,0,0,0
24/05/2011,Hom1,Hom,A1,1,3.66666666666667,17,17.6666666666667
24/05/2011,Hom1,Hom,A2,2.33333333333333,2.66666666666667,12.6666666666667,27.6666666666667
24/05/2011,Hom1,Hom,A3,1.33333333333333,2.33333333333333,9.66666666666667,13.6666666666667
24/05/2011,Hom1,Hom,B1,0.666666666666667,0.666666666666667,4,6
24/05/2011,Hom1,Hom,B2,1.33333333333333,1.33333333333333,3.66666666666667,11.3333333333333
24/05/2011,Hom1,Hom,B3,2.33333333333333,2,29.6666666666667,33.3333333333333
24/05/2011,Hom1,Hom,C1,0.666666666666667,2,11,17
24/05/2011,Hom1,Hom,C2,3.66666666666667,0.666666666666667,7,33.6666666666667
24/05/2011,Hom1,Hom,C3,1.33333333333333,3,23,24.3333333333333
24/05/2011,Hom2,Hom,A1,0.333333333333333,0.333333333333333,14,42.3333333333333
24/05/2011,Hom2,Hom,A2,4,2.66666666666667,8.33333333333333,11.3333333333333
24/05/2011,Hom2,Hom,A3,3.33333333333333,0.666666666666667,3,10.6666666666667
24/05/2011,Hom2,Hom,B1,1,0.666666666666667,12,32
24/05/2011,Hom2,Hom,B2,12,9.33333333333333,26.6666666666667,44.6666666666667
24/05/2011,Hom2,Hom,B3,6.66666666666667,4.33333333333333,14,19.6666666666667
24/05/2011,Hom2,Hom,C1,3,1.33333333333333,3.33333333333333,11
24/05/2011,Hom2,Hom,C2,3.33333333333333,0.666666666666667,7.66666666666667,12.6666666666667
24/05/2011,Hom2,Hom,C3,7.33333333333333,2.33333333333333,2,16
24/05/2011,Hom3,Hom,A1,5,2.33333333333333,8.33333333333333,4
24/05/2011,Hom3,Hom,A2,2,1,10,21.6666666666667
24/05/2011,Hom3,Hom,A3,4.66666666666667,0,15.6666666666667,17
24/05/2011,Hom3,Hom,B1,9,0.666666666666667,30.6666666666667,36.3333333333333
24/05/2011,Hom3,Hom,B2,3.66666666666667,1.66666666666667,3.33333333333333,10.3333333333333
24/05/2011,Hom3,Hom,B3,9,3.66666666666667,13,19.6666666666667
24/05/2011,Hom3,Hom,C1,4.66666666666667,2,9.66666666666667,19.3333333333333
24/05/2011,Hom3,Hom,C2,2,1.66666666666667,11.3333333333333,48
24/05/2011,Hom3,Hom,C3,0.666666666666667,0.666666666666667,9.33333333333333,25.6666666666667
24/05/2011,Spa1,Spa,A1,0,0,0,0
24/05/2011,Spa1,Spa,A2,2.33333333333333,1.33333333333333,2,15
24/05/2011,Spa1,Spa,A3,0,0,0,0
24/05/2011,Spa1,Spa,B1,4,1,3.66666666666667,27
24/05/2011,Spa1,Spa,B2,0.666666666666667,0,4,12.3333333333333
24/05/2011,Spa1,Spa,B3,7,1,4.33333333333333,11.6666666666667
24/05/2011,Spa1,Spa,C1,3.33333333333333,1.33333333333333,0.666666666666667,10.3333333333333
24/05/2011,Spa1,Spa,C2,0,0,0,0
24/05/2011,Spa1,Spa,C3,1.33333333333333,1.66666666666667,17,13
24/05/2011,Spa2,Spa,A1,0,0,0,0
24/05/2011,Spa2,Spa,A2,8.66666666666667,1.33333333333333,7.66666666666667,26.3333333333333
24/05/2011,Spa2,Spa,A3,0,0,0,0
24/05/2011,Spa2,Spa,B1,6.33333333333333,2.33333333333333,6.33333333333333,16.3333333333333
24/05/2011,Spa2,Spa,B2,2.33333333333333,1.33333333333333,5,10.3333333333333
24/05/2011,Spa2,Spa,B3,2.33333333333333,0.333333333333333,6.33333333333333,18.3333333333333
24/05/2011,Spa2,Spa,C1,4.33333333333333,0.666666666666667,10,6
24/05/2011,Spa2,Spa,C2,0,0,0,0
24/05/2011,Spa2,Spa,C3,3.66666666666667,0.333333333333333,3,26.6666666666667
24/05/2011,Spa3,Spa,A1,0,0,0,0
24/05/2011,Spa3,Spa,A2,2,0.333333333333333,0.333333333333333,17
24/05/2011,Spa3,Spa,A3,0,0,0,0
24/05/2011,Spa3,Spa,B1,0.333333333333333,0.666666666666667,4,39
24/05/2011,Spa3,Spa,B2,0.666666666666667,0,1,23.6666666666667
24/05/2011,Spa3,Spa,B3,0.333333333333333,1.33333333333333,0.666666666666667,19.3333333333333
24/05/2011,Spa3,Spa,C1,1.66666666666667,3.66666666666667,22.6666666666667,45.6666666666667
24/05/2011,Spa3,Spa,C2,0,0,0,0
24/05/2011,Spa3,Spa,C3,0,0,3.66666666666667,16
24/05/2011,Tem1,Tem,A1,0.666666666666667,0,3.66666666666667,2
24/05/2011,Tem1,Tem,A2,0,0.666666666666667,1,8
24/05/2011,Tem1,Tem,A3,0,0,0,0
24/05/2011,Tem1,Tem,B1,1,0.333333333333333,7,8.66666666666667
24/05/2011,Tem1,Tem,B2,2.33333333333333,7,7.66666666666667,9
24/05/2011,Tem1,Tem,B3,0.666666666666667,0.333333333333333,0.666666666666667,1.66666666666667
24/05/2011,Tem1,Tem,C1,7.66666666666667,1,20.3333333333333,62
24/05/2011,Tem1,Tem,C2,3,1,2.66666666666667,12
24/05/2011,Tem1,Tem,C3,1.33333333333333,0.333333333333333,5.33333333333333,21
24/05/2011,Tem2,Tem,A1,0,0,0,0
24/05/2011,Tem2,Tem,A2,0,0,3.66666666666667,8.66666666666667
24/05/2011,Tem2,Tem,A3,0,0,0,0
24/05/2011,Tem2,Tem,B1,0,0,0,0
24/05/2011,Tem2,Tem,B2,0,3,11,15
24/05/2011,Tem2,Tem,B3,0,0.333333333333333,4,15
24/05/2011,Tem2,Tem,C1,0.333333333333333,0.333333333333333,4.33333333333333,10.3333333333333
24/05/2011,Tem2,Tem,C2,1.33333333333333,1.33333333333333,9,15.6666666666667
24/05/2011,Tem2,Tem,C3,2.33333333333333,0,7.33333333333333,15.6666666666667
24/05/2011,Tem3,Tem,A1,0,0.333333333333333,1.66666666666667,3.33333333333333
24/05/2011,Tem3,Tem,A2,0.666666666666667,0,5.66666666666667,17.6666666666667
24/05/2011,Tem3,Tem,A3,1,1,13,0.666666666666667
24/05/2011,Tem3,Tem,B1,3.33333333333333,3,1.66666666666667,10
24/05/2011,Tem3,Tem,B2,1.66666666666667,1.66666666666667,8,6.66666666666667
24/05/2011,Tem3,Tem,B3,1,2,16.6666666666667,13.3333333333333
24/05/2011,Tem3,Tem,C1,1.33333333333333,0,7,14.3333333333333
24/05/2011,Tem3,Tem,C2,1,0,0,1
24/05/2011,Tem3,Tem,C3,2.33333333333333,0,2.66666666666667,16.3333333333333
31/05/2011,Hom1,Hom,A1,2.66666666666667,0.333333333333333,3,15.6666666666667
31/05/2011,Hom1,Hom,A2,3,0.666666666666667,6.66666666666667,14.3333333333333
31/05/2011,Hom1,Hom,A3,1.33333333333333,3,22,0.666666666666667
31/05/2011,Hom1,Hom,B1,1,1.33333333333333,9.33333333333333,9.33333333333333
31/05/2011,Hom1,Hom,B2,1.33333333333333,1.66666666666667,9.66666666666667,3.33333333333333
31/05/2011,Hom1,Hom,B3,1.66666666666667,1,10.6666666666667,8
31/05/2011,Hom1,Hom,C1,1.33333333333333,2.66666666666667,12,6
31/05/2011,Hom1,Hom,C2,1,1.33333333333333,9.33333333333333,3.66666666666667
31/05/2011,Hom1,Hom,C3,1.66666666666667,1.66666666666667,7,10
31/05/2011,Hom2,Hom,A1,2.66666666666667,4.33333333333333,12,12
31/05/2011,Hom2,Hom,A2,0.666666666666667,2,6.66666666666667,26.3333333333333
31/05/2011,Hom2,Hom,A3,2.33333333333333,0.666666666666667,10.3333333333333,43
31/05/2011,Hom2,Hom,B1,1,2.33333333333333,7.33333333333333,3
31/05/2011,Hom2,Hom,B2,1.33333333333333,0.333333333333333,2.33333333333333,15
31/05/2011,Hom2,Hom,B3,5.66666666666667,2,10,11.3333333333333
31/05/2011,Hom2,Hom,C1,2,2,7.66666666666667,7.66666666666667
31/05/2011,Hom2,Hom,C2,1.33333333333333,2.66666666666667,12.6666666666667,5
31/05/2011,Hom2,Hom,C3,3,2.66666666666667,17.6666666666667,31.3333333333333
31/05/2011,Hom3,Hom,A1,3.33333333333333,0.333333333333333,3.66666666666667,25.6666666666667
31/05/2011,Hom3,Hom,A2,6.33333333333333,4,15.6666666666667,30.3333333333333
31/05/2011,Hom3,Hom,A3,1.66666666666667,0.666666666666667,3.66666666666667,25
31/05/2011,Hom3,Hom,B1,1.33333333333333,2,10.3333333333333,29.3333333333333
31/05/2011,Hom3,Hom,B2,1.66666666666667,0.666666666666667,3.66666666666667,21.6666666666667
31/05/2011,Hom3,Hom,B3,2.33333333333333,2,8,41.6666666666667
31/05/2011,Hom3,Hom,C1,2,1,5.66666666666667,4.33333333333333
31/05/2011,Hom3,Hom,C2,2.33333333333333,1,8.66666666666667,49
31/05/2011,Hom3,Hom,C3,2,0.666666666666667,16.3333333333333,9.33333333333333
31/05/2011,Spa1,Spa,A1,0,0,0,0
31/05/2011,Spa1,Spa,A2,1,0.333333333333333,8.66666666666667,17.3333333333333
31/05/2011,Spa1,Spa,A3,0,0,0,0
31/05/2011,Spa1,Spa,B1,0.666666666666667,1.33333333333333,9,1
31/05/2011,Spa1,Spa,B2,1,0.666666666666667,13,3.33333333333333
31/05/2011,Spa1,Spa,B3,2,0.333333333333333,9.33333333333333,2.66666666666667
31/05/2011,Spa1,Spa,C1,0,2,2.66666666666667,10
31/05/2011,Spa1,Spa,C2,0,0,0,0
31/05/2011,Spa1,Spa,C3,3,4,7.33333333333333,2.33333333333333
31/05/2011,Spa2,Spa,A1,0,0,0,0
31/05/2011,Spa2,Spa,A2,2.33333333333333,0.333333333333333,8.33333333333333,5.33333333333333
31/05/2011,Spa2,Spa,A3,0,0,0,0
31/05/2011,Spa2,Spa,B1,0.666666666666667,0,4.66666666666667,5.33333333333333
31/05/2011,Spa2,Spa,B2,0.666666666666667,0.666666666666667,4.66666666666667,7.66666666666667
31/05/2011,Spa2,Spa,B3,3,0,12.6666666666667,3.66666666666667
31/05/2011,Spa2,Spa,C1,0,0,3,6.66666666666667
31/05/2011,Spa2,Spa,C2,0,0,0,0
31/05/2011,Spa2,Spa,C3,1.66666666666667,1.33333333333333,12.3333333333333,11.3333333333333
31/05/2011,Spa3,Spa,A1,0,0,0,0
31/05/2011,Spa3,Spa,A2,2.33333333333333,3,18.3333333333333,4.66666666666667
31/05/2011,Spa3,Spa,A3,0,0,0,0
31/05/2011,Spa3,Spa,B1,2,1.33333333333333,8.33333333333333,1
31/05/2011,Spa3,Spa,B2,1.33333333333333,1.33333333333333,18.3333333333333,0
31/05/2011,Spa3,Spa,B3,1.66666666666667,0.666666666666667,16.6666666666667,1
31/05/2011,Spa3,Spa,C1,2.66666666666667,0.666666666666667,1,4.33333333333333
31/05/2011,Spa3,Spa,C2,0,0,0,0
31/05/2011,Spa3,Spa,C3,3.66666666666667,1.33333333333333,4.66666666666667,1.33333333333333
31/05/2011,Tem1,Tem,A1,1,0.333333333333333,0.666666666666667,7.66666666666667
31/05/2011,Tem1,Tem,A2,2,1.66666666666667,1.66666666666667,1
31/05/2011,Tem1,Tem,A3,0.333333333333333,0.333333333333333,1,1.66666666666667
31/05/2011,Tem1,Tem,B1,1,0.666666666666667,4.33333333333333,9.66666666666667
31/05/2011,Tem1,Tem,B2,0,0,0,0
31/05/2011,Tem1,Tem,B3,2.66666666666667,1,2.33333333333333,0.666666666666667
31/05/2011,Tem1,Tem,C1,0.666666666666667,0.333333333333333,2.66666666666667,18
31/05/2011,Tem1,Tem,C2,3.33333333333333,2,7.33333333333333,14
31/05/2011,Tem1,Tem,C3,5,1.33333333333333,9.66666666666667,40.3333333333333
31/05/2011,Tem2,Tem,A1,0,0.666666666666667,0.333333333333333,5.66666666666667
31/05/2011,Tem2,Tem,A2,3.66666666666667,6.66666666666667,6,1
31/05/2011,Tem2,Tem,A3,0,1,0.333333333333333,3
31/05/2011,Tem2,Tem,B1,0.333333333333333,0,0,5.33333333333333
31/05/2011,Tem2,Tem,B2,0,0,0,0
31/05/2011,Tem2,Tem,B3,2,0,13,1.66666666666667
31/05/2011,Tem2,Tem,C1,2,1.66666666666667,7,4.66666666666667
31/05/2011,Tem2,Tem,C2,1.33333333333333,1.66666666666667,3.66666666666667,12.3333333333333
31/05/2011,Tem2,Tem,C3,2.66666666666667,1,11.6666666666667,9
31/05/2011,Tem3,Tem,A1,0,0,1.33333333333333,1.66666666666667
31/05/2011,Tem3,Tem,A2,1.66666666666667,1,27.3333333333333,3.33333333333333
31/05/2011,Tem3,Tem,A3,1.66666666666667,1,2.33333333333333,4.33333333333333
31/05/2011,Tem3,Tem,B1,2,1.66666666666667,15.3333333333333,16.3333333333333
31/05/2011,Tem3,Tem,B2,0,0,0,0
31/05/2011,Tem3,Tem,B3,3,2.33333333333333,16.3333333333333,22.6666666666667
31/05/2011,Tem3,Tem,C1,0,0.333333333333333,2.33333333333333,0.333333333333333
31/05/2011,Tem3,Tem,C2,1,0.666666666666667,1.66666666666667,10.3333333333333
31/05/2011,Tem3,Tem,C3,1,1,28.6666666666667,43.3333333333333
07/06/2011,Hom1,Hom,A1,0,0.333333333333333,2.33333333333333,5
07/06/2011,Hom1,Hom,A2,1,0,0.666666666666667,5.66666666666667
07/06/2011,Hom1,Hom,A3,5,1.66666666666667,3,13.3333333333333
07/06/2011,Hom1,Hom,B1,0.666666666666667,2,4.33333333333333,20.6666666666667
07/06/2011,Hom1,Hom,B2,2.66666666666667,3.33333333333333,3.33333333333333,51
07/06/2011,Hom1,Hom,B3,1.66666666666667,1.33333333333333,1.66666666666667,1.66666666666667
07/06/2011,Hom1,Hom,C1,2.66666666666667,3.66666666666667,1,3.66666666666667
07/06/2011,Hom1,Hom,C2,2.33333333333333,3.66666666666667,16.3333333333333,26.6666666666667
07/06/2011,Hom1,Hom,C3,2,0,1.66666666666667,0.333333333333333
07/06/2011,Hom2,Hom,A1,1.66666666666667,0.666666666666667,8.33333333333333,6.33333333333333
07/06/2011,Hom2,Hom,A2,2.33333333333333,0.333333333333333,2,1.66666666666667
07/06/2011,Hom2,Hom,A3,2,0.666666666666667,15.6666666666667,10.3333333333333
07/06/2011,Hom2,Hom,B1,2.66666666666667,0.666666666666667,0,37
07/06/2011,Hom2,Hom,B2,0,0,0,0.333333333333333
07/06/2011,Hom2,Hom,B3,4,1,11,14.3333333333333
07/06/2011,Hom2,Hom,C1,1,0.333333333333333,3.66666666666667,13.3333333333333
07/06/2011,Hom2,Hom,C2,2.66666666666667,2.33333333333333,5,11
07/06/2011,Hom2,Hom,C3,7,1.66666666666667,9,14.6666666666667
07/06/2011,Hom3,Hom,A1,0.666666666666667,0,9.33333333333333,15.6666666666667
07/06/2011,Hom3,Hom,A2,4.33333333333333,1,5.66666666666667,29.6666666666667
07/06/2011,Hom3,Hom,A3,1.33333333333333,1.66666666666667,4.33333333333333,3.33333333333333
07/06/2011,Hom3,Hom,B1,2.33333333333333,2,6.66666666666667,12
07/06/2011,Hom3,Hom,B2,2.33333333333333,0.666666666666667,44.3333333333333,27.6666666666667
07/06/2011,Hom3,Hom,B3,2,0.666666666666667,3.33333333333333,14.6666666666667
